0.01,9.85642e-06.
0.0100344,1.86927e-05.
0.010069,2.09176e-05.
0.0101036,2.06549e-05.
0.0101384,1.49888e-05.
0.0101733,1.91294e-05.
0.0102083,1.79145e-05.
0.0102435,2.73033e-05.
0.0102787,1.8821e-05.
0.0103141,2.44609e-05.
0.0103496,3.45973e-05.
0.0103852,2.32974e-05.
0.010421,3.95864e-05.
0.0104568,5.4659e-05.
0.0104928,8.16905e-05.
0.010529,8.01621e-05.
0.0105652,8.73258e-05.
0.0106016,9.4531e-05.
0.0106381,9.7698e-05.
0.0106747,9.64918e-05.
0.0107114,9.56417e-05.
0.0107483,8.0681e-05.
0.0107853,0.000125262.
0.0108224,0.000113059.
0.0108597,0.000130989.
0.0108971,0.00011714.
0.0109346,0.000153933.
0.0109722,0.000285186.
0.01101,0.000301874.
0.0110479,0.000379286.
0.0110859,0.00136499.
0.0111241,0.00198583.
0.0111624,0.00192707.
0.0112008,0.00199397.
0.0112393,0.00200404.
0.011278,0.00193566.
0.0113168,0.00192546.
0.0113558,0.00199153.
0.0113949,0.00193162.
0.0114341,0.00197985.
0.0114735,0.00191265.
0.011513,0.00182803.
0.0115526,0.00187531.
0.0115924,0.00185677.
0.0116323,0.00193641.
0.0116723,0.00186569.
0.0117125,0.00191641.
0.0117528,0.00193607.
0.0117933,0.0018647.
0.0118339,0.00180942.
0.0118746,0.00183354.
0.0119155,0.00185389.
0.0119565,0.00184852.
0.0119976,0.0017426.
0.0120389,0.00172188.
0.0120804,0.00178306.
0.012122,0.00182878.
0.0121637,0.00179148.
0.0122056,0.00177309.
0.0122476,0.0017594.
0.0122897,0.0018658.
0.012332,0.00182869.
0.0123745,0.00175264.
0.0124171,0.00169692.
0.0124598,0.00170339.
0.0125027,0.00166547.
0.0125458,0.00176072.
0.0125889,0.00161392.
0.0126323,0.00167265.
0.0126758,0.00169828.
0.0127194,0.00164394.
0.0127632,0.00160819.
0.0128071,0.00162343.
0.0128512,0.00161926.
0.0128954,0.00154646.
0.0129398,0.00165935.
0.0129844,0.00162383.
0.0130291,0.00156745.
0.0130739,0.00158635.
0.0131189,0.00157.
0.0131641,0.00150176.
0.0132094,0.00156244.
0.0132548,0.00157378.
0.0133005,0.00152097.
0.0133463,0.00146295.
0.0133922,0.00149069.
0.0134383,0.00152822.
0.0134846,0.00153277.
0.013531,0.00138348.
0.0135775,0.00146087.
0.0136243,0.00146047.
0.0136712,0.00142282.
0.0137182,0.00138151.
0.0137655,0.00151472.
0.0138128,0.00141915.
0.0138604,0.00146137.
0.0139081,0.0013743.
0.013956,0.00139557.
0.014004,0.00144362.
0.0140522,0.00138433.
0.0141006,0.00137977.
0.0141491,0.00133174.
0.0141978,0.00133933.
0.0142467,0.00131503.
0.0142957,0.00132352.
0.014345,0.00131993.
0.0143943,0.00128318.
0.0144439,0.00135424.
0.0144936,0.00125646.
0.0145435,0.00129924.
0.0145936,0.00124786.
0.0146438,0.00127305.
0.0146942,0.001277.
0.0147448,0.00127184.
0.0147955,0.00126157.
0.0148465,0.00124823.
0.0148976,0.0012567.
0.0149488,0.00145664.
0.0150003,0.00124458.
0.0150519,0.00127519.
0.0151038,0.00127669.
0.0151557,0.00125535.
0.0152079,0.0011811.
0.0152603,0.00127381.
0.0153128,0.00120714.
0.0153655,0.00120316.
0.0154184,0.00117737.
0.0154715,0.00116621.
0.0155247,0.00114626.
0.0155782,0.00118052.
0.0156318,0.00116115.
0.0156856,0.00116815.
0.0157396,0.00118183.
0.0157938,0.00109617.
0.0158481,0.00124136.
0.0159027,0.00114576.
0.0159574,0.00113379.
0.0160124,0.0011348.
0.0160675,0.00109987.
0.0161228,0.00112877.
