0.01,0.00562535
0.0100344,0.0121032
0.010069,0.0124898
0.0101036,0.0147517
0.0101384,0.00906078
0.0101733,0.0111722
0.0102083,0.0107422
0.0102435,0.0159377
0.0102787,0.0103447
0.0103141,0.0162718
0.0103496,0.0195197
0.0103852,0.0124561
0.010421,0.0231053
0.0104568,0.032433
0.0104928,0.0487551
0.010529,0.0464745
0.0105652,0.0506869
0.0106016,0.0549959
0.0106381,0.0561625
0.0106747,0.0547056
0.0107114,0.0537613
0.0107483,0.047101
0.0107853,0.0704249
0.0108224,0.0614963
0.0108597,0.0771315
0.0108971,0.0656654
0.0109346,0.0885284
0.0109722,0.162277
0.01101,0.169656
0.0110479,0.213637
0.0110859,0.764736
0.0111241,1.10104
0.0111624,1.06653
0.0112008,1.09202
0.0112393,1.09562
0.011278,1.04001
0.0113168,1.04629
0.0113558,1.08465
0.0113949,1.04568
0.0114341,1.06288
0.0114735,1.01556
0.011513,0.990782
0.0115526,0.993925
0.0115924,0.978185
0.0116323,1.0272
0.0116723,0.985606
0.0117125,1.01547
0.0117528,1.01322
0.0117933,0.965598
0.0118339,0.934667
0.0118746,0.948407
0.0119155,0.956998
0.0119565,0.957936
0.0119976,0.901006
0.0120389,0.884511
0.0120804,0.911041
0.012122,0.93065
0.0121637,0.919686
0.0122056,0.895858
0.0122476,0.882018
0.0122897,0.937211
0.012332,0.900943
0.0123745,0.87156
0.0124171,0.83676
0.0124598,0.848493
0.0125027,0.821914
0.0125458,0.858944
0.0125889,0.789502
0.0126323,0.806898
0.0126758,0.826447
0.0127194,0.809466
0.0127632,0.779668
0.0128071,0.786936
0.0128512,0.773685
0.0128954,0.74456
0.0129398,0.791663
0.0129844,0.78691
0.0130291,0.742689
0.0130739,0.744483
0.0131189,0.737321
0.0131641,0.689454
0.0132094,0.71429
0.0132548,0.721523
0.0133005,0.70104
0.0133463,0.676647
0.0133922,0.68457
0.0134383,0.70528
0.0134846,0.702773
0.013531,0.620798
0.0135775,0.663967
0.0136243,0.64881
0.0136712,0.633715
0.0137182,0.614839
0.0137655,0.67113
0.0138128,0.631272
0.0138604,0.648068
0.0139081,0.618062
0.013956,0.609486
0.014004,0.629193
0.0140522,0.592319
0.0141006,0.603886
0.0141491,0.585483
0.0141978,0.576267
0.0142467,0.569009
0.0142957,0.577548
0.014345,0.558246
0.0143943,0.552925
0.0144439,0.567562
0.0144936,0.529785
0.0145435,0.543824
0.0145936,0.522071
0.0146438,0.537968
0.0146942,0.524338
0.0147448,0.531511
0.0147955,0.524684
0.0148465,0.520301
0.0148976,0.520547
0.0149488,0.606367
0.0150003,0.522783
0.0150519,0.521041
0.0151038,0.524582
0.0151557,0.511042
0.0152079,0.489284
0.0152603,0.519547
0.0153128,0.481662
0.0153655,0.479406
0.0154184,0.479727
0.0154715,0.466198
0.0155247,0.452156
0.0155782,0.475494
0.0156318,0.460147
0.0156856,0.461815
0.0157396,0.460839
0.0157938,0.418393
0.0158481,0.485853
0.0159027,0.440332
0.0159574,0.44207
0.0160124,0.440336
0.0160675,0.430856
0.0161228,0.431848
0.0161783,1.3163
0.016234,0.469715
0.0162898,0.488268
0.0163459,0.441425
0.0164022,0.42917
0.0164586,0.46116
0.0165153,0.433952
0.0165722,0.425837
0.0166292,0.385944
0.0166864,0.409072
0.0167439,0.410358
0.0168015,0.403165
0.0168593,0.44651
0.0169174,0.410107
0.0169756,0.399749
0.0170341,0.387935
0.0170927,0.394961
0.0171515,0.380318
0.0172106,0.355715
0.0172698,0.372955
0.0173293,0.333216
0.0173889,0.341494
0.0174488,0.338975
0.0175088,0.287298
0.0175691,0.320961
0.0176296,0.324832
0.0176903,0.306423
0.0177511,0.311406
0.0178123,0.290741
0.0178736,0.28778
0.0179351,0.279479
0.0179968,0.293687
0.0180588,0.273424
0.0181209,0.269633
0.0181833,0.285678
0.0182459,0.265155
0.0183087,0.262631
0.0183717,0.273888
0.018435,0.245652
0.0184984,0.247903
0.0185621,0.253585
0.018626,0.228223
0.0186901,0.251435
0.0187545,0.235549
0.018819,0.246795
0.0188838,0.248427
0.0189488,0.230461
0.019014,0.256262
0.0190795,0.219107
0.0191451,0.225175
0.019211,0.201694
0.0192772,0.230659
0.0193435,0.216682
0.0194101,0.214877
0.0194769,0.192499
0.019544,0.197538
0.0196112,0.193345
0.0196788,0.201408
0.0197465,0.199184
0.0198145,0.213844
0.0198827,0.181284
0.0199511,0.190569
0.0200198,0.631855
0.0200887,0.211128
0.0201579,0.236853
0.0202272,0.198432
0.0202969,0.201466
0.0203667,0.184462
0.0204368,0.173763
0.0205072,0.171987
0.0205778,0.178392
0.0206486,0.196207
0.0207197,0.178594
0.020791,0.179402
0.0208626,0.164189
0.0209344,0.158713
0.0210065,0.171245
0.0210788,0.155483
0.0211513,0.150418
0.0212241,0.163083
0.0212972,0.160149
0.0213705,0.151822
0.0214441,0.145857
0.0215179,0.142009
0.0215919,0.142175
0.0216663,0.148913
0.0217408,0.141096
0.0218157,0.13099
0.0218908,0.146154
0.0219661,0.125247
0.0220417,0.149001
0.0221176,0.141674
0.0221938,0.129083
0.0222701,0.129818
0.0223468,0.147897
0.0224237,0.14497
0.0225009,0.141865
0.0225784,0.142467
0.0226561,0.152065
0.0227341,0.155118
0.0228123,0.154711
0.0228909,0.164945
0.0229697,0.154327
0.0230487,0.161049
0.0231281,0.157354
0.0232077,0.166191
0.0232876,0.153818
0.0233677,0.153636
0.0234482,0.168745
0.0235289,0.170511
0.0236099,0.164575
0.0236911,0.167219
0.0237727,0.172677
0.0238545,0.177013
0.0239366,0.18873
0.024019,0.356597
0.0241017,0.192371
0.0241847,0.208308
0.0242679,0.200533
0.0243514,0.189639
0.0244353,0.177524
0.0245194,0.18966
0.0246038,0.189557
0.0246885,0.183559
0.0247735,0.188511
0.0248587,0.188548
0.0249443,0.198733
0.0250302,0.198893
0.0251163,0.193453
0.0252028,0.186025
0.0252895,0.189358
0.0253766,0.19477
0.0254639,0.196765
0.0255516,0.191194
0.0256396,0.183675
0.0257278,0.179714
0.0258164,0.179662
0.0259052,0.186531
0.0259944,0.181259
0.0260839,0.18216
0.0261737,0.185193
0.0262638,0.189364
0.0263542,0.197051
0.0264449,0.191899
0.0265359,0.191901
0.0266273,0.193059
