linear_AGO_Combined_fy,2.5738094971546,1.04540520952294,0.065322271669841,-0.00759614965669241,,,,
quadratic_AGO_Combined_fy,2.55786469255641,1.0177608536559,0.076951908950325,-0.000436736369593271,-0.00609251921822304,,,
cubic_AGO_Combined_fy,2.41805747580921,0.876024049266501,0.205940635298077,-0.0161409800991414,0.000272167955247869,-0.00318830798227467,,
fourth_AGO_Combined_fy,2.39515506579534,0.87057986132848,0.195105987299304,-0.0123753831917589,-4.76690787873625e-08,3.22634965566054e-06,-8.91273875894005e-05,
fifth_AGO_Combined_fy,1.98310013244169,0.965845700931006,0.00192551649013063,0.0496151069826448,-0.00488098210271578,0.000107975364956144,-5.93611928251181e-07,-0.00132514734336084
Q_AGO_Combined_fy,3.2267663488649,1.21384055862467,0.00234279974695959,-0.0158857365748998,,,,
QE_AGO_Combined_fy,2.82027317485958,0.133816468373839,-0.000430752769770888,-0.0370707516924704,-0.0121910841238095,,,
QE2_AGO_Combined_fy,3.22676634544731,0.213847153488096,0.00234277191972479,-5.72245697933904e-08,-0.0158901691018406,,,
LE_AGO_Combined_fy,2.57380949717828,0.0454040132119561,0.0653218730683447,-4.01348481385485e-07,-0.00759577603520543,,,
LQE_AGO_Combined_fy,2.51247908521837,-0.0210341746413198,0.0629723146628941,-0.00509677653313148,-0.047649078979411,-0.00527760649306823,,
LE2_AGO_Combined_fy,2.53519775486137,0.00462598432796554,0.0964975975920205,0.00334186719731492,0.1,0.1,0.1,-0.00651249373247336
LQE2_AGO_Combined_fy,2.52241365366568,-0.0437286612965576,0.15392086662604,-0.00142887814420131,0.0128110936123709,-0.00643544257752006,,
gaussian_AGO_Combined_fy,3.97083917460377,-1.2165996282992,1724.13670039352,-0.000507318281049007,0.00958157425843804,0.0143114586872763,,
skewGaussian_AGO_Combined_fy,2.57017153616834,3.18703112011534,-1.6226870488244,7.29619680549123,182943.95763343,-10873.7531628597,-0.00568219100020018,
morstin_AGO_Combined_fy,2.55942645813918,2369.60968928983,0.000432604498786184,3.17554887282601e-05,-1.33624296746082e-07,-0.00617296483299936,,
