linear_H460_fy_individualbeta,0.304545703549316,0.122808511152821,0.0566222915088432,0.136733537095222,0.126904110471782,0.115192858047997,0.115387693488523,0.117225534772138,0.106808330023632,0.0961319465028918,0.0924477304692667,0.101223303932562,0.261480631156497,0.584632775853089,0.968936721513826,,,,
quadratic_H460_fy_individualbeta,0.254949058053234,0.246416176268316,-0.0289124364228219,0.00424280303712103,0.11237118497687,0.112080680899853,0.110075895835941,0.112367373161018,0.11601481767336,0.112306895627691,0.108881972503827,0.121978276978248,0.121677535789874,0.245249265694239,0.507589614401531,0.802406439658517,,,
cubic_H460_fy_individualbeta,0.25196615606148,0.211811029961727,0.00947900450155862,-0.00177471131390782,0.000113463125411686,0.117504019944473,0.114767887004898,0.11049547255027,0.112136575943577,0.115487815553919,0.110410174143392,0.106578006284699,0.120447624509784,0.126833006261177,0.250312351213382,0.50315281959819,0.778942492393528,,
fourth_H460_fy_individualbeta,0.256225501882807,0.252188506528036,-0.0361023458878002,0.00472233842057417,-5.66379777603873e-06,9.67566606782074e-08,0.111889075745124,0.111908680055705,0.110579772816607,0.113205487761744,0.117049446216809,0.114810432045398,0.110818843561227,0.125059018109269,0.122171463441031,0.238293227911616,0.488552376469842,0.765785569899539,
fifth_H460_fy_individualbeta,0.256106222812229,0.252156540367548,-0.0361063636220871,0.00472246071642371,9.70097645806112e-07,-7.80914544358993e-07,1.01284232516147e-08,0.111894712632041,0.111898375457332,0.110568588664305,0.113210234248012,0.117060940532744,0.11480534843675,0.1108286521348,0.12506540897569,0.122191237793068,0.23826597701055,0.488464405851577,0.765713582847839
Q_H460_fy_individualbeta,0.260185829528818,0.202205297109305,0.00292029374570942,0.121440139870998,0.11773942007619,0.112255435736523,0.113902909308564,0.116893618164058,0.110983114753472,0.104885488515511,0.112040413063947,0.113060292900759,0.244641981022751,0.522421237809938,0.840062799255525,,,,
QE_H460_fy_individualbeta,0.257620460394051,0.179731978821936,0.00301421287425203,11.1807496976539,0.106632109808177,0.112638985228964,0.112165174845507,0.114768559137999,0.118060717860947,0.113511694398586,0.107452413424579,0.115316008767288,0.114464560619964,0.243894800139875,0.518686234267817,0.832211208858696,,,
QE2_H460_fy_individualbeta,0.253120154666855,-0.775991065852985,0.00472794062843566,0.00567021536071232,0.115210688688842,0.113402395305679,0.110058902875985,0.111929866522294,0.115421545670164,0.110951438926794,0.107643212336363,0.122130670589585,0.125236959799438,0.247365739341798,0.503225363477309,0.7871328486064,,,
LE_H460_fy_individualbeta,0.263403998466952,-0.719783930463058,0.123005796507347,0.21329631294383,0.109691914611389,0.111377788098839,0.110848547991305,0.113704955737372,0.117403003492943,0.11422402531319,0.10940649842567,0.117252975356069,0.111893141437163,0.244059254591462,0.528665656851744,0.859422703731802,,,
LQE_H460_fy_individualbeta,0.254949391862844,-0.753694368734879,-0.0282516516977979,0.00424099855781895,0.000642502065055729,0.112415793140125,0.112112413429233,0.110097150099519,0.112393303664549,0.116038500277727,0.112339514317065,0.108904414817325,0.122005785366629,0.121711841306495,0.245336762338071,0.507736903919055,0.802647190150884,,
LE2_H460_fy_individualbeta,0.258339306163111,-0.847439218301002,0.141758872694402,0.0534849649485756,0.121349723259386,0.115795771407923,0.109881184112595,0.111231261004475,0.114649080162018,0.110021701200611,0.107959583775952,0.122807254816165,0.118752909810935,0.243997610256983,0.516444992766888,0.830366913210064,,,
LQE2_H460_fy_individualbeta,0.252891417488744,-0.794095723179679,0.022861505116318,0.00419919404971882,0.00985050882913212,0.117782385464574,0.114736931758546,0.110312370494232,0.111938249336493,0.115295043129903,0.110368547373791,0.106997906346768,0.12195704278451,0.125927065321871,0.248143270062753,0.503794630246122,0.78773921984076,,
gaussian_H460_fy_individualbeta,0.387727890453657,-0.791292274354744,782.991213166047,-3.37580721532019e-05,0.00923959167840692,0.0926040377751251,0.122971702672972,0.119885306215597,0.122245946145125,0.122786040874806,0.10550426490704,0.0875785396438037,0.0750385835721169,0.106367613716475,0.312077562001979,0.688192257291119,1.14636711448555,,
skewGaussian_H460_fy_individualbeta,0.261137013317942,23.3202067423266,-11.5835891764991,-1.35367240247239,-61.5775147372259,-96.3745887967425,0.105550421351814,0.112012301389168,0.112484541279417,0.11534225443025,0.118644619743557,0.114177464557513,0.107373824659143,0.113367377542634,0.111656204316226,0.244349137272803,0.526390753251401,0.851494517122932,
morstin_H460_fy_individualbeta,0.927602665646041,11907.945525369,1.29258284223935e-05,-3.35077362931017e-06,4.08959224200026e-07,0.103762142791606,0.115328154683139,0.109778064130957,0.122900175135288,0.119647036201567,0.112065924317287,0.0877134690221868,0.150630607599992,0.113156893256746,0.296054776982796,0.567569605823599,0.609663987325957,,
