0.01,7.15967e-06.
0.0100344,1.00526e-05.
0.010069,1.32484e-05.
0.0101036,9.91905e-06.
0.0101384,9.2884e-06.
0.0101733,1.39575e-05.
0.0102083,1.2394e-05.
0.0102435,1.86769e-05.
0.0102787,1.28145e-05.
0.0103141,1.16423e-05.
0.0103496,2.60806e-05.
0.0103852,1.54736e-05.
0.010421,2.51298e-05.
0.0104568,3.56463e-05.
0.0104928,4.85077e-05.
0.010529,5.07648e-05.
0.0105652,5.5808e-05.
0.0106016,6.09201e-05.
0.0106381,6.50789e-05.
0.0106747,6.55866e-05.
0.0107114,6.43898e-05.
0.0107483,5.40247e-05.
0.0107853,8.06835e-05.
0.0108224,8.07767e-05.
0.0108597,7.61644e-05.
0.0108971,7.59001e-05.
0.0109346,9.65301e-05.
0.0109722,0.00018385.
0.01101,0.0001927.
0.0110479,0.000247916.
0.0110859,0.000875741.
0.0111241,0.00128124.
0.0111624,0.00125205.
0.0112008,0.00129589.
0.0112393,0.00128435.
0.011278,0.00130209.
0.0113168,0.00122669.
0.0113558,0.00127446.
0.0113949,0.00125429.
0.0114341,0.00128997.
0.0114735,0.00126329.
0.011513,0.00116446.
0.0115526,0.00123133.
0.0115924,0.00121699.
0.0116323,0.00123947.
0.0116723,0.00121856.
0.0117125,0.00121852.
0.0117528,0.00124576.
0.0117933,0.00121569.
0.0118339,0.00119861.
0.0118746,0.00117505.
0.0119155,0.00119423.
0.0119565,0.00118167.
0.0119976,0.00111763.
0.0120389,0.0011249.
0.0120804,0.00116327.
0.012122,0.00117858.
0.0121637,0.00113276.
0.0122056,0.00112677.
0.0122476,0.00112361.
0.0122897,0.00121009.
0.012332,0.00120368.
0.0123745,0.00114335.
0.0124171,0.00111462.
0.0124598,0.00108124.
0.0125027,0.001084.
0.0125458,0.0011254.
0.0125889,0.00106093.
0.0126323,0.00110564.
0.0126758,0.00108253.
0.0127194,0.00102334.
0.0127632,0.00103162.
0.0128071,0.0010317.
0.0128512,0.0010573.
0.0128954,0.000985251.
0.0129398,0.0010514.
0.0129844,0.000998299.
0.0130291,0.00100744.
0.0130739,0.00102426.
0.0131189,0.00102005.
0.0131641,0.00101095.
0.0132094,0.0010487.
0.0132548,0.001034.
0.0133005,0.000999402.
0.0133463,0.000937333.
0.0133922,0.000950431.
0.0134383,0.000959178.
0.0134846,0.000979785.
0.013531,0.000915777.
0.0135775,0.000930483.
0.0136243,0.000971773.
0.0136712,0.000939674.
0.0137182,0.000902736.
0.0137655,0.000976304.
0.0138128,0.000903389.
0.0138604,0.000941669.
0.0139081,0.000874274.
0.013956,0.000907872.
0.014004,0.000928302.
0.0140522,0.000942913.
0.0141006,0.000897035.
0.0141491,0.000861828.
0.0141978,0.00086749.
0.0142467,0.000850669.
0.0142957,0.000840679.
0.014345,0.000877118.
0.0143943,0.000823295.
0.0144439,0.000894614.
0.0144936,0.000828874.
0.0145435,0.000851688.
0.0145936,0.000823662.
0.0146438,0.000810334.
0.0146942,0.000851534.
0.0147448,0.000816289.
0.0147955,0.000813561.
0.0148465,0.0008037.
0.0148976,0.000805061.
0.0149488,0.00091032.
0.0150003,0.000780559.
0.0150519,0.000811404.
0.0151038,0.000818004.
0.0151557,0.000802598.
0.0152079,0.00072844.
0.0152603,0.000797117.
0.0153128,0.000787515.
0.0153655,0.00078824.
0.0154184,0.000724757.
0.0154715,0.000749039.
0.0155247,0.000751107.
0.0155782,0.00073882.
0.0156318,0.00075615.
0.0156856,0.000748073.
0.0157396,0.000761294.
0.0157938,0.00073039.
0.0158481,0.000778146.
0.0159027,0.000752593.
0.0159574,0.000721796.
0.0160124,0.000727223.
0.0160675,0.000676477.
0.0161228,0.000716776.
0.0161783,0.00199053.
0.016234,0.000766043.
0.0162898,0.000792816.
0.0163459,0.000767661.
0.0164022,0.000731989.
0.0164586,0.000744207.
0.0165153,0.000713832.
0.0165722,0.000708237.
0.0166292,0.000650096.
0.0166864,0.000687179.
0.0167439,0.000682982.
0.0168015,0.000700769.
0.0168593,0.000777604.
0.0169174,0.000698079.
0.0169756,0.000687842.
0.0170341,0.000669126.
0.0170927,0.000685243.
0.0171515,0.000659506.
0.0172106,0.000632853.
0.0172698,0.000638959.
0.0173293,0.000603666.
0.0173889,0.000605691.
0.0174488,0.000549824.
0.0175088,0.000535698.
0.0175691,0.000539313.
0.0176296,0.000558247.
0.0176903,0.000530283.
0.0177511,0.000546061.
0.0178123,0.000508527.
0.0178736,0.000539631.
0.0179351,0.000493685.
0.0179968,0.000528047.
0.0180588,0.000478107.
0.0181209,0.000496704.
0.0181833,0.000522153.
0.0182459,0.000471959.
0.0183087,0.000472705.
0.0183717,0.000518716.
0.018435,0.000466114.
0.0184984,0.000476087.
0.0185621,0.000439132.
0.018626,0.00044349.
0.0186901,0.000449289.
0.0187545,0.000466202.
0.018819,0.000454187.
0.0188838,0.0004545.
0.0189488,0.000441411.
0.019014,0.000461842.
0.0190795,0.00039763.
0.0191451,0.000426302.
0.019211,0.00037817.
0.0192772,0.000398828.
0.0193435,0.00040592.
0.0194101,0.000390225.
0.0194769,0.000409986.
0.019544,0.000384062.
0.0196112,0.000414449.
0.0196788,0.000395167.
0.0197465,0.000387469.
0.0198145,0.000361685.
0.0198827,0.00038524.
0.0199511,0.000351879.
0.0200198,0.00116489.
0.0200887,0.0004116.
0.0201579,0.000407201.
0.0202272,0.000381201.
0.0202969,0.000388183.
0.0203667,0.000354521.
0.0204368,0.000362364.
0.0205072,0.000322789.
0.0205778,0.00035733.
0.0206486,0.000368153.
0.0207197,0.000323639.
0.020791,0.000342722.
0.0208626,0.000320895.
0.0209344,0.000324162.
0.0210065,0.000318401.
0.0210788,0.000341407.
0.0211513,0.00027791.
0.0212241,0.000322644.
0.0212972,0.00031666.
0.0213705,0.000303329.
0.0214441,0.000282837.
0.0215179,0.000288819.
0.0215919,0.000280334.
0.0216663,0.000294368.
0.0217408,0.000312536.
0.0218157,0.00028689.
0.0218908,0.00029799.
0.0219661,0.000261156.
0.0220417,0.000285455.
0.0221176,0.000293934.
0.0221938,0.000276701.
0.0222701,0.000263479.
0.0223468,0.000297132.
0.0224237,0.000284368.
0.0225009,0.000334752.
0.0225784,0.000338591.
0.0226561,0.000354899.
0.0227341,0.000354495.
0.0228123,0.000332415.
0.0228909,0.000368228.
0.0229697,0.000367298.
0.0230487,0.000345266.
0.0231281,0.000384366.
0.0232077,0.000384114.
