0.01,1.79874e-05.
0.0100344,4.81549e-05.
0.010069,3.37388e-05.
0.0101036,5.71407e-05.
0.0101384,5.44509e-05.
0.0101733,5.57163e-05.
0.0102083,5.38834e-05.
0.0102435,7.46537e-05.
0.0102787,5.52324e-05.
0.0103141,4.55753e-05.
0.0103496,0.000115453.
0.0103852,6.77169e-05.
0.010421,8.47406e-05.
0.0104568,0.00011157.
0.0104928,0.000172361.
0.010529,0.000200497.
0.0105652,0.000185896.
0.0106016,0.000201723.
0.0106381,0.000185893.
0.0106747,0.000199524.
0.0107114,0.00022445.
0.0107483,0.000217308.
0.0107853,0.00023981.
0.0108224,0.000220461.
0.0108597,0.0002261.
0.0108971,0.000233233.
0.0109346,0.000345963.
0.0109722,0.000666113.
0.01101,0.00071773.
0.0110479,0.00079172.
0.0110859,0.00292638.
0.0111241,0.00404702.
0.0111624,0.00425861.
0.0112008,0.00415211.
0.0112393,0.00392026.
0.011278,0.00411804.
0.0113168,0.00424312.
0.0113558,0.00398656.
0.0113949,0.00398426.
0.0114341,0.00413099.
0.0114735,0.00404932.
0.011513,0.00382869.
0.0115526,0.00406853.
0.0115924,0.00410834.
0.0116323,0.00380703.
0.0116723,0.00389118.
0.0117125,0.00403527.
0.0117528,0.00396978.
0.0117933,0.00403652.
0.0118339,0.00372896.
0.0118746,0.00388689.
0.0119155,0.0040299.
0.0119565,0.00373159.
0.0119976,0.00371846.
0.0120389,0.00372193.
0.0120804,0.00378609.
0.012122,0.00360073.
0.0121637,0.00350787.
0.0122056,0.00365844.
0.0122476,0.00365371.
0.0122897,0.00413156.
0.012332,0.0036823.
0.0123745,0.00351926.
0.0124171,0.00362394.
0.0124598,0.00371615.
0.0125027,0.0035131.
0.0125458,0.00349502.
0.0125889,0.00366711.
0.0126323,0.00356902.
0.0126758,0.003507.
0.0127194,0.003477.
0.0127632,0.00342978.
0.0128071,0.00346683.
0.0128512,0.00343104.
0.0128954,0.00336631.
0.0129398,0.00323542.
0.0129844,0.00323221.
0.0130291,0.00333077.
0.0130739,0.00311891.
0.0131189,0.00299802.
0.0131641,0.00337803.
0.0132094,0.00333609.
0.0132548,0.00327851.
0.0133005,0.00322849.
0.0133463,0.00289064.
0.0133922,0.00296409.
0.0134383,0.0030898.
0.0134846,0.00305887.
0.013531,0.00304874.
0.0135775,0.00306164.
0.0136243,0.00299355.
0.0136712,0.0027837.
0.0137182,0.0029475.
0.0137655,0.00301101.
0.0138128,0.00295287.
0.0138604,0.00305156.
